Symbol,Identifier,Company,ISIN,Sector,Processed_Company
RTNINDIA,RTNINDIAEQN,RattanIndia Enterprises Limited,INE834M01019,NIFTY SMALLCAP 250,rattanindia enterprises
BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY SMALLCAP 250,brigade enterprises
TVSSCS,TVSSCSEQN,TVS Supply Chain Solutions Limited,INE395N01027,NIFTY SMALLCAP 250,tvs supply chain solutions
SWSOLAR,SWSOLAREQN,Sterling and Wilson Renewable Energy Limited,INE00M201021,NIFTY SMALLCAP 250,sterling and wilson renewable energy
APLLTD,APLLTDEQN,Alembic Pharmaceuticals Limited,INE901L01018,NIFTY SMALLCAP 250,alembic pharmaceuticals
MINDACORP,MINDACORPEQN,Minda Corporation Limited,INE842C01021,NIFTY SMALLCAP 250,minda corporation
PRSMJOHNSN,PRSMJOHNSNEQN,Prism Johnson Limited,INE010A01011,NIFTY SMALLCAP 250,prism johnson
NUVOCO,NUVOCOEQN,Nuvoco Vistas Corporation Limited,INE118D01016,NIFTY SMALLCAP 250,nuvoco vistas corporation
GSFC,GSFCEQN,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NIFTY SMALLCAP 250,gujarat state fertilizers chemicals
BLUEDART,BLUEDARTEQN,Blue Dart Express Limited,INE233B08103,NIFTY SMALLCAP 250,blue dart express
CRAFTSMAN,CRAFTSMANEQN,Craftsman Automation Limited,INE00LO01017,NIFTY SMALLCAP 250,craftsman automation
BEML,BEMLEQN,BEML Limited,INE258A01016,NIFTY SMALLCAP 250,beml
TV18BRDCST,TV18BRDCSTEQN,TV18 Broadcast Limited,IN9886H01017,NIFTY SMALLCAP 250,tv18 broadcast
BBTC,BBTCEQN,Bombay Burmah Trading Corporation Limited,INE050A01025,NIFTY SMALLCAP 250,bombay burmah trading corporation
JAIBALAJI,JAIBALAJIEQN,Jai Balaji Industries Limited,INE091G01018,NIFTY SMALLCAP 250,jai balaji industries
FDC,FDCEQN,FDC Limited,INE258B01022,NIFTY SMALLCAP 250,fdc
GLS,GLSEQN,Glenmark Life Sciences Limited,INE03Q201024,NIFTY SMALLCAP 250,glenmark life sciences
NETWORK18,NETWORK18EQN,Network18 Media & Investments Limited,INE870H13018,NIFTY SMALLCAP 250,network18 media investments
HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY 200,hdfc bank
SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07994,NIFTY 200,shriram finance
IDFC,IDFCEQN,IDFC Limited,INE043D07427,NIFTY500 MULTICAP 50:25:25,idfc
ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027,NIFTY500 MULTICAP 50:25:25,elgi equipments
CUB,CUBEQN,City Union Bank Limited,IN9491A01011,NIFTY500 MULTICAP 50:25:25,city union bank
MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07750,NIFTY500 MULTICAP 50:25:25,manappuram finance
COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A01031,NIFTY500 MULTICAP 50:25:25,coromandel international
MAHLOG,MAHLOGEQN,Mahindra Logistics Limited,INE766P01016,NIFTY TOTAL MARKET,mahindra logistics
NEWGEN,NEWGENEQN,Newgen Software Technologies Limited,INE619B01017,NIFTY TOTAL MARKET,newgen software technologies
GOKEX,GOKEXEQN,Gokaldas Exports Limited,INE887G01027,NIFTY TOTAL MARKET,gokaldas exports
WOCKPHARMA,WOCKPHARMABEN,Wockhardt Limited,INE049B01025,NIFTY TOTAL MARKET,wockhardt
RPOWER,RPOWEREQN,Reliance Power Limited,INE614G01033,NIFTY TOTAL MARKET,reliance power
BANCOINDIA,BANCOINDIAEQN,Banco Products (I) Limited,INE213C01025,NIFTY TOTAL MARKET,banco products i
ORISSAMINE,ORISSAMINEEQN,The Orissa Minerals Development Company Limited,INE725E01024,NIFTY TOTAL MARKET,the orissa minerals development
NIITMTS,NIITMTSEQN,NIIT Learning Systems Limited,INE342G01023,NIFTY TOTAL MARKET,niit learning systems
TI,TIEQN,Tilaknagar Industries Limited,INE133E01013,NIFTY TOTAL MARKET,tilaknagar industries
IONEXCHANG,IONEXCHANGEQN,ION Exchange (India) Limited,INE570A01022,NIFTY TOTAL MARKET,ion exchange india
ANANTRAJ,ANANTRAJEQN,Anant Raj Limited,INE242C01024,NIFTY TOTAL MARKET,anant raj
MSTCLTD,MSTCLTDEQN,Mstc Limited,INE255X01014,NIFTY TOTAL MARKET,mstc
DBCORP,DBCORPEQN,D.B.Corp Limited,INE950I01011,NIFTY TOTAL MARKET,dbcorp
VMART,VMARTEQN,V-Mart Retail Limited,INE665J01013,NIFTY TOTAL MARKET,vmart retail
OPTIEMUS,OPTIEMUSEQN,Optiemus Infracom Limited,INE350C01017,NIFTY TOTAL MARKET,optiemus infracom
SANGHVIMOV,SANGHVIMOVEQN,Sanghvi Movers Limited,INE989A01024,NIFTY TOTAL MARKET,sanghvi movers
GREENPLY,GREENPLYEQN,Greenply Industries Limited,INE461C13017,NIFTY TOTAL MARKET,greenply industries
GABRIEL,GABRIELEQN,Gabriel India Limited,INE524A01029,NIFTY TOTAL MARKET,gabriel india
AGI,AGIEQN,AGI Greenpac Limited,INE415A01038,NIFTY TOTAL MARKET,agi greenpac
LTFOODS,LTFOODSEQN,LT Foods Limited,INE818H01020,NIFTY TOTAL MARKET,lt foods
TVSHLTD,TVSHLTDEQN,TVS Holdings Limited,INE105A04013,NIFTY TOTAL MARKET,tvs holdings
DCXINDIA,DCXINDIABEN,DCX Systems Limited,INE0KL801015,NIFTY TOTAL MARKET,dcx systems
SENCO,SENCOEQN,Senco Gold Limited,INE602W01019,NIFTY TOTAL MARKET,senco gold
WONDERLA,WONDERLAEQN,Wonderla Holidays Limited,INE066O01014,NIFTY TOTAL MARKET,wonderla holidays
BARBEQUE,BARBEQUEEQN,Barbeque Nation Hospitality Limited,INE382M01027,NIFTY TOTAL MARKET,barbeque nation hospitality
TTKPRESTIG,TTKPRESTIGEQN,TTK Prestige Limited,INE690A01028,NIFTY TOTAL MARKET,ttk prestige
VOLTAMP,VOLTAMPEQN,Voltamp Transformers Limited,INE540H01012,NIFTY TOTAL MARKET,voltamp transformers
FUSION,FUSIONEQN,Fusion Finance Limited,INE139R01012,NIFTY TOTAL MARKET,fusion finance
INFIBEAM,INFIBEAMBEN,Infibeam Avenues Limited,INE483S01020,NIFTY TOTAL MARKET,infibeam avenues
REDTAPE,REDTAPEEQN,Redtape Limited,INE0LXT01019,NIFTY TOTAL MARKET,redtape
INDOCO,INDOCOEQN,Indoco Remedies Limited,INE873D01024,NIFTY TOTAL MARKET,indoco remedies
PDSL,PDSLEQN,PDS Limited,INE111Q01021,NIFTY TOTAL MARKET,pds
ROSSARI,ROSSARIEQN,Rossari Biotech Limited,INE02A801020,NIFTY TOTAL MARKET,rossari biotech
SANSERA,SANSERAEQN,Sansera Engineering Limited,INE953O01021,NIFTY TOTAL MARKET,sansera engineering
WSTCSTPAPR,WSTCSTPAPREQN,West Coast Paper Mills Limited,INE976A01021,NIFTY TOTAL MARKET,west coast paper mills
ZENTEC,ZENTECEQN,Zen Technologies Limited,INE251B01027,NIFTY TOTAL MARKET,zen technologies
WABAG,WABAGEQN,VA Tech Wabag Limited,INE956G01038,NIFTY TOTAL MARKET,va tech wabag
SUNCLAY,SUNCLAYEQN,Sundaram Clayton Limited,INE0Q3R01026,NIFTY TOTAL MARKET,sundaram clayton
SPLPETRO,SPLPETROEQN,Supreme Petrochem Limited,INE663A01033,NIFTY TOTAL MARKET,supreme petrochem
NAVNETEDUL,NAVNETEDULEQN,Navneet Education Limited,INE060A01024,NIFTY TOTAL MARKET,navneet education
LAOPALA,LAOPALAEQN,La Opala RG Limited,INE059D01020,NIFTY TOTAL MARKET,la opala rg
BASF,BASFEQN,BASF India Limited,INE373A01013,NIFTY TOTAL MARKET,basf india
HMAAGRO,HMAAGROEQN,HMA Agro Industries Limited,INE0ECP01024,NIFTY TOTAL MARKET,hma agro industries
HLEGLAS,HLEGLASEQN,HLE Glascoat Limited,INE461D01028,NIFTY TOTAL MARKET,hle glascoat
GUFICBIO,GUFICBIOEQN,Gufic Biosciences Limited,INE742B01025,NIFTY TOTAL MARKET,gufic biosciences
DALMIASUG,DALMIASUGEQN,Dalmia Bharat Sugar and Industries Limited,INE495A01022,NIFTY TOTAL MARKET,dalmia bharat sugar and industries
JAICORPLTD,JAICORPLTDEQN,Jai Corp Limited,INE070D01027,NIFTY TOTAL MARKET,jai corp
AVALON,AVALONEQN,Avalon Technologies Limited,INE0LCL01028,NIFTY TOTAL MARKET,avalon technologies
PAISALO,PAISALOEQN,Paisalo Digital Limited,INE420C01059,NIFTY TOTAL MARKET,paisalo digital
SHAREINDIA,SHAREINDIAEQN,Share India Securities Limited,INE932X13013,NIFTY TOTAL MARKET,share india securities
SULA,SULAEQN,Sula Vineyards Limited,INE142Q01026,NIFTY TOTAL MARKET,sula vineyards
SFL,SFLEQN,Sheela Foam Limited,INE916U01025,NIFTY TOTAL MARKET,sheela foam
JLHL,JLHLEQN,Jupiter Life Line Hospitals Limited,INE682M01012,NIFTY TOTAL MARKET,jupiter life line hospitals
KRSNAA,KRSNAAEQN,Krsnaa Diagnostics Limited,INE08LI01020,NIFTY TOTAL MARKET,krsnaa diagnostics
SHOPERSTOP,SHOPERSTOPEQN,Shoppers Stop Limited,INE498B01024,NIFTY TOTAL MARKET,shoppers stop
KSCL,KSCLEQN,Kaveri Seed Company Limited,INE455I01029,NIFTY TOTAL MARKET,kaveri seed
EVEREADY,EVEREADYEQN,Eveready Industries India Limited,INE128A01029,NIFTY TOTAL MARKET,eveready industries india
MUTHOOTMF,MUTHOOTMFEQN,Muthoot Microfin Limited,INE046W01019,NIFTY TOTAL MARKET,muthoot microfin
LANDMARK,LANDMARKEQN,Landmark Cars Limited,INE559R01029,NIFTY TOTAL MARKET,landmark cars
DBREALTY,DBREALTYEQN,Valor Estate Limited,INE879I01012,NIFTY TOTAL MARKET,valor estate
RELINFRA,RELINFRAEQN,Reliance Infrastructure Limited,INE036A01016,NIFTY TOTAL MARKET,reliance infrastructure
KIRLOSBROS,KIRLOSBROSEQN,Kirloskar Brothers Limited,INE732A01036,NIFTY TOTAL MARKET,kirloskar brothers
AZAD,AZADEQN,Azad Engineering Limited,INE02IJ01035,NIFTY TOTAL MARKET,azad engineering
KESORAMIND,KESORAMINDEQN,Kesoram Industries Limited,INE087A01019,NIFTY TOTAL MARKET,kesoram industries
MAITHANALL,MAITHANALLEQN,Maithan Alloys Limited,INE683C01011,NIFTY TOTAL MARKET,maithan alloys
CYIENTDLM,CYIENTDLMEQN,Cyient DLM Limited,INE055S01018,NIFTY TOTAL MARKET,cyient dlm
IMFA,IMFAEQN,Indian Metals & Ferro Alloys Limited,INE919H01018,NIFTY TOTAL MARKET,indian metals ferro alloys
SHARDAMOTR,SHARDAMOTREQN,Sharda Motor Industries Limited,INE597I01028,NIFTY TOTAL MARKET,sharda motor industries
LGBBROSLTD,LGBBROSLTDEQN,LG Balakrishnan & Bros Limited,INE337A01034,NIFTY TOTAL MARKET,lg balakrishnan bros
HEIDELBERG,HEIDELBERGEQN,HeidelbergCement India Limited,INE578A01017,NIFTY TOTAL MARKET,heidelbergcement india
GUJALKALI,GUJALKALIEQN,Gujarat Alkalies and Chemicals Limited,INE186A01019,NIFTY TOTAL MARKET,gujarat alkalies and chemicals
AARTIPHARM,AARTIPHARMEQN,Aarti Pharmalabs Limited,INE0LRU01027,NIFTY TOTAL MARKET,aarti pharmalabs
BECTORFOOD,BECTORFOODEQN,Mrs. Bectors Food Specialities Limited,INE495P01012,NIFTY TOTAL MARKET,mrs bectors food specialities
CIGNITITEC,CIGNITITECEQN,Cigniti Technologies Limited,INE675C01017,NIFTY TOTAL MARKET,cigniti technologies
HINDOILEXP,HINDOILEXPEQN,Hindustan Oil Exploration Company Limited,INE345A01011,NIFTY TOTAL MARKET,hindustan oil exploration
ARVINDFASN,ARVINDFASNEQN,Arvind Fashions Limited,INE955V01021,NIFTY TOTAL MARKET,arvind fashions
FCL,FCLEQN,Fineotex Chemical Limited,INE045J01026,NIFTY TOTAL MARKET,fineotex chemical
MASFIN,MASFINEQN,MAS Financial Services Limited,INE348L01012,NIFTY TOTAL MARKET,mas financial services
POWERMECH,POWERMECHEQN,Power Mech Projects Limited,INE211R01019,NIFTY TOTAL MARKET,power mech projects
UNIPARTS,UNIPARTSEQN,Uniparts India Limited,INE244O01017,NIFTY TOTAL MARKET,uniparts india
TIPSINDLTD,TIPSINDLTDEQN,TIPS Industries Limited,INE716B01029,NIFTY TOTAL MARKET,tips industries
MANINFRA,MANINFRAEQN,Man Infraconstruction Limited,INE949H01023,NIFTY TOTAL MARKET,man infraconstruction
ASKAUTOLTD,ASKAUTOLTDEQN,ASK Automotive Limited,INE491J01022,NIFTY TOTAL MARKET,ask automotive
SAGCEM,SAGCEMEQN,Sagar Cements Limited,INE229C01021,NIFTY TOTAL MARKET,sagar cements
ESAFSFB,ESAFSFBEQN,ESAF Small Finance Bank Limited,INE818W01011,NIFTY TOTAL MARKET,esaf small finance bank
DCBBANK,DCBBANKEQN,DCB Bank Limited,INE503A01015,NIFTY TOTAL MARKET,dcb bank
ORIENTELEC,ORIENTELECEQN,Orient Electric Limited,INE142Z01019,NIFTY TOTAL MARKET,orient electric
HIKAL,HIKALEQN,Hikal Limited,INE475B01022,NIFTY TOTAL MARKET,hikal
KTKBANK,KTKBANKEQN,The Karnataka Bank Limited,INE614B01018,NIFTY TOTAL MARKET,the karnataka bank
NRBBEARING,NRBBEARINGEQN,NRB Bearing Limited,INE349A01021,NIFTY TOTAL MARKET,nrb bearing
NEULANDLAB,NEULANDLABEQN,Neuland Laboratories Limited,INE794A01010,NIFTY TOTAL MARKET,neuland laboratories
DODLA,DODLAEQN,Dodla Dairy Limited,INE021O01019,NIFTY TOTAL MARKET,dodla dairy
FEDFINA,FEDFINAEQN,Fedbank Financial Services Limited,INE007N01010,NIFTY TOTAL MARKET,fedbank financial services
ORIENTCEM,ORIENTCEMEQN,Orient Cement Limited,INE876N01018,NIFTY TOTAL MARKET,orient cement
JTEKTINDIA,JTEKTINDIAEQN,Jtekt India Limited,INE643A01035,NIFTY TOTAL MARKET,jtekt india
IPL,IPLEQN,India Pesticides Limited,INE0D6701023,NIFTY TOTAL MARKET,india pesticides
ETHOSLTD,ETHOSLTDEQN,Ethos Limited,INE04TZ01018,NIFTY TOTAL MARKET,ethos
NETWEB,NETWEBEQN,Netweb Technologies India Limited,INE0NT901020,NIFTY TOTAL MARKET,netweb technologies india
SPANDANA,SPANDANAEQN,Spandana Sphoorty Financial Limited,INE572J01011,NIFTY TOTAL MARKET,spandana sphoorty financial
SAMHI,SAMHIEQN,Samhi Hotels Limited,INE08U801020,NIFTY TOTAL MARKET,samhi hotels
WELENT,WELENTEQN,Welspun Enterprises Limited,INE625G01013,NIFTY TOTAL MARKET,welspun enterprises
INDIAGLYCO,INDIAGLYCOEQN,India Glycols Limited,INE560A01015,NIFTY TOTAL MARKET,india glycols
GANESHHOUC,GANESHHOUCEQN,Ganesh Housing Corporation Limited,INE460C01014,NIFTY TOTAL MARKET,ganesh housing corporation
SINDHUTRAD,SINDHUTRADEQN,Sindhu Trade Links Limited,INE325D01025,NIFTY TOTAL MARKET,sindhu trade links
SANGHIIND,SANGHIINDEQN,Sanghi Industries Limited,INE999B01013,NIFTY TOTAL MARKET,sanghi industries
JKTYRE,JKTYREEQN,JK Tyre & Industries Limited,INE573A01042,NIFTY TOTAL MARKET,jk tyre industries
BALMLAWRIE,BALMLAWRIEEQN,Balmer Lawrie & Company Limited,INE164A01016,NIFTY TOTAL MARKET,balmer lawrie
GOCOLORS,GOCOLORSEQN,Go Fashion (India) Limited,INE0BJS01011,NIFTY TOTAL MARKET,go fashion india
EDELWEISS,EDELWEISSEQN,Edelweiss Financial Services Limited,INE532F01054,NIFTY TOTAL MARKET,edelweiss financial services
IDEAFORGE,IDEAFORGEEQN,Ideaforge Technology Limited,INE349Y01013,NIFTY TOTAL MARKET,ideaforge technology
SOUTHBANK,SOUTHBANKEQN,The South Indian Bank Limited,INE683A01023,NIFTY TOTAL MARKET,the south indian bank
AARTIDRUGS,AARTIDRUGSEQN,Aarti Drugs Limited,INE767A01016,NIFTY TOTAL MARKET,aarti drugs
GLOBUSSPR,GLOBUSSPREQN,Globus Spirits Limited,INE615I01010,NIFTY TOTAL MARKET,globus spirits
YATHARTH,YATHARTHEQN,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,NIFTY TOTAL MARKET,yatharth hospital trauma care services
TIMETECHNO,TIMETECHNOEQN,Time Technoplast Limited,INE508G01029,NIFTY TOTAL MARKET,time technoplast
EMIL,EMILEQN,Electronics Mart India Limited,INE02YR01019,NIFTY TOTAL MARKET,electronics mart india
SSWL,SSWLEQN,Steel Strips Wheels Limited,INE802C01033,NIFTY TOTAL MARKET,steel strips wheels
PSPPROJECT,PSPPROJECTEQN,PSP Projects Limited,INE488V01015,NIFTY TOTAL MARKET,psp projects
TEGA,TEGAEQN,Tega Industries Limited,INE011K01018,NIFTY TOTAL MARKET,tega industries
JINDWORLD,JINDWORLDEQN,Jindal Worldwide Limited,INE247D01039,NIFTY TOTAL MARKET,jindal worldwide
HERITGFOOD,HERITGFOODEQN,Heritage Foods Limited,INE978A01027,NIFTY TOTAL MARKET,heritage foods
GODREJAGRO,GODREJAGROEQN,Godrej Agrovet Limited,INE850D01014,NIFTY TOTAL MARKET,godrej agrovet
GRAVITA,GRAVITAEQN,Gravita India Limited,INE024L01027,NIFTY TOTAL MARKET,gravita india
FLAIR,FLAIREQN,Flair Writing Industries Limited,INE00Y201027,NIFTY TOTAL MARKET,flair writing industries
IKIO,IKIOEQN,IKIO Lighting Limited,INE0LOJ01019,NIFTY TOTAL MARKET,ikio lighting
VSTTILLERS,VSTTILLERSEQN,V.S.T Tillers Tractors Limited,INE764D01017,NIFTY TOTAL MARKET,vst tillers tractors
ASHOKA,ASHOKAEQN,Ashoka Buildcon Limited,INE442H01029,NIFTY TOTAL MARKET,ashoka buildcon
INOXINDIA,INOXINDIAEQN,INOX India Limited,INE616N01034,NIFTY TOTAL MARKET,inox india
ARVIND,ARVINDEQN,Arvind Limited,INE034A01011,NIFTY TOTAL MARKET,arvind
INGERRAND,INGERRANDEQN,Ingersoll Rand (India) Limited,INE177A01018,NIFTY TOTAL MARKET,ingersoll rand india
SANDUMA,SANDUMAEQN,Sandur Manganese & Iron Ores Limited,INE149K01016,NIFTY TOTAL MARKET,sandur manganese iron ores
LLOYDSENGG,LLOYDSENGGEQN,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,NIFTY TOTAL MARKET,lloyds engineering works
EMUDHRA,EMUDHRAEQN,eMudhra Limited,INE01QM01018,NIFTY TOTAL MARKET,emudhra
DREAMFOLKS,DREAMFOLKSEQN,Dreamfolks Services Limited,INE0JS101016,NIFTY TOTAL MARKET,dreamfolks services
CAMLINFINE,CAMLINFINEEQN,Camlin Fine Sciences Limited,INE052I01032,NIFTY TOTAL MARKET,camlin fine sciences
JAMNAAUTO,JAMNAAUTOEQN,Jamna Auto Industries Limited,INE039C01032,NIFTY TOTAL MARKET,jamna auto industries
DHANI,DHANIEQN,Dhani Services Limited,IN9274G01018,NIFTY TOTAL MARKET,dhani services
LUXIND,LUXINDEQN,Lux Industries Limited,INE150G01020,NIFTY TOTAL MARKET,lux industries
JYOTICNC,JYOTICNCEQN,Jyoti CNC Automation Limited,INE980O01024,NIFTY TOTAL MARKET,jyoti cnc automation
CHOICEIN,CHOICEINEQN,Choice International Limited,INE102B01014,NIFTY TOTAL MARKET,choice international
KALAMANDIR,KALAMANDIREQN,Sai Silks (Kalamandir) Limited,INE438K01021,NIFTY TOTAL MARKET,sai silks kalamandir
TEXRAIL,TEXRAILEQN,Texmaco Rail & Engineering Limited,INE621L01012,NIFTY TOTAL MARKET,texmaco rail engineering
PRICOLLTD,PRICOLLTDEQN,Pricol Limited,INE726V01018,NIFTY TOTAL MARKET,pricol
PATELENG,PATELENGEQN,Patel Engineering Limited,INE244B01030,NIFTY TOTAL MARKET,patel engineering
SUPRAJIT,SUPRAJITEQN,Suprajit Engineering Limited,INE399C01030,NIFTY TOTAL MARKET,suprajit engineering
KOLTEPATIL,KOLTEPATILEQN,Kolte - Patil Developers Limited,INE094I01018,NIFTY TOTAL MARKET,kolte patil developers
TIRUMALCHM,TIRUMALCHMEQN,Thirumalai Chemicals Limited,INE338A01024,NIFTY TOTAL MARKET,thirumalai chemicals
JPPOWER,JPPOWEREQN,Jaiprakash Power Ventures Limited,INE351F01018,NIFTY TOTAL MARKET,jaiprakash power ventures
BLUEJET,BLUEJETEQN,Blue Jet Healthcare Limited,INE0KBH01020,NIFTY TOTAL MARKET,blue jet healthcare
GATEWAY,GATEWAYEQN,Gateway Distriparks Limited,INE079J01017,NIFTY TOTAL MARKET,gateway distriparks
VRLLOG,VRLLOGEQN,VRL Logistics Limited,INE366I01010,NIFTY TOTAL MARKET,vrl logistics
TEAMLEASE,TEAMLEASEEQN,Teamlease Services Limited,INE985S01024,NIFTY TOTAL MARKET,teamlease services
SURYAROSNI,SURYAROSNIEQN,Surya Roshni Limited,INE335A01020,NIFTY TOTAL MARKET,surya roshni
DATAMATICS,DATAMATICSEQN,Datamatics Global Services Limited,INE365B01017,NIFTY TOTAL MARKET,datamatics global services
DHANUKA,DHANUKAEQN,Dhanuka Agritech Limited,INE435G01025,NIFTY TOTAL MARKET,dhanuka agritech
MARKSANS,MARKSANSEQN,Marksans Pharma Limited,INE750C01026,NIFTY TOTAL MARKET,marksans pharma
SARDAEN,SARDAENEQN,Sarda Energy & Minerals Limited,INE385C01021,NIFTY TOTAL MARKET,sarda energy minerals
KPIGREEN,KPIGREENBEN,KPI Green Energy Limited,INE542W01025,NIFTY TOTAL MARKET,kpi green energy
STARCEMENT,STARCEMENTEQN,Star Cement Limited,INE460H01021,NIFTY TOTAL MARKET,star cement
UFLEX,UFLEXEQN,UFLEX Limited,INE516A01017,NIFTY TOTAL MARKET,uflex
MIDHANI,MIDHANIEQN,Mishra Dhatu Nigam Limited,INE099Z01011,NIFTY TOTAL MARKET,mishra dhatu nigam
HINDWAREAP,HINDWAREAPEQN,Hindware Home Innovation Limited,INE05AN01011,NIFTY TOTAL MARKET,hindware home innovation
BAJAJHIND,BAJAJHINDEQN,Bajaj Hindusthan Sugar Limited,INE306A01021,NIFTY TOTAL MARKET,bajaj hindusthan sugar
NUCLEUS,NUCLEUSEQN,Nucleus Software Exports Limited,INE096B01018,NIFTY TOTAL MARKET,nucleus software exports
UTKARSHBNK,UTKARSHBNKEQN,Utkarsh Small Finance Bank Limited,INE735W01017,NIFTY TOTAL MARKET,utkarsh small finance bank
GULFOILLUB,GULFOILLUBEQN,Gulf Oil Lubricants India Limited,INE635Q01029,NIFTY TOTAL MARKET,gulf oil lubricants india
DISHTV,DISHTVEQN,Dish TV India Limited,INE836F01026,NIFTY TOTAL MARKET,dish tv india
RALLIS,RALLISEQN,Rallis India Limited,INE613A01020,NIFTY TOTAL MARKET,rallis india
NESCO,NESCOEQN,Nesco Limited,INE317F01035,NIFTY TOTAL MARKET,nesco
KSL,KSLEQN,Kalyani Steels Limited,INE907A01026,NIFTY TOTAL MARKET,kalyani steels
GRWRHITECH,GRWRHITECHEQN,Garware Hi-Tech Films Limited,INE291A01017,NIFTY TOTAL MARKET,garware hitech films
DBL,DBLEQN,Dilip Buildcon Limited,INE917M01012,NIFTY TOTAL MARKET,dilip buildcon
POLYPLEX,POLYPLEXEQN,Polyplex Corporation Limited,INE633B01018,NIFTY TOTAL MARKET,polyplex corporation
BOMDYEING,BOMDYEINGEQN,Bombay Dyeing & Mfg Company Limited,INE032A01023,NIFTY TOTAL MARKET,bombay dyeing mfg
HGINFRA,HGINFRAEQN,H.G. Infra Engineering Limited,INE926X01010,NIFTY TOTAL MARKET,hg infra engineering
NFL,NFLEQN,National Fertilizers Limited,INE870D01012,NIFTY TOTAL MARKET,national fertilizers
IFCI,IFCIEQN,IFCI Limited,INE039A07751,NIFTY TOTAL MARKET,ifci
BEPL,BEPLEQN,Bhansali Engineering Polymers Limited,INE922A01025,NIFTY TOTAL MARKET,bhansali engineering polymers
INDIASHLTR,INDIASHLTREQN,India Shelter Finance Corporation Limited,INE922K01024,NIFTY TOTAL MARKET,india shelter finance corporation
RTNPOWER,RTNPOWEREQN,RattanIndia Power Limited,INE399K01017,NIFTY TOTAL MARKET,rattanindia power
TARC,TARCBEN,Anant Raj Global Limited,INE0EK901012,NIFTY TOTAL MARKET,anant raj global
ADVENZYMES,ADVENZYMESEQN,Advanced Enzyme Technologies Limited,INE837H01020,NIFTY TOTAL MARKET,advanced enzyme technologies
NOCIL,NOCILEQN,NOCIL Limited,INE163A01018,NIFTY TOTAL MARKET,nocil
SUPRIYA,SUPRIYAEQN,Supriya Lifescience Limited,INE07RO01027,NIFTY TOTAL MARKET,supriya lifescience
ACCELYA,ACCELYAEQN,Accelya Solutions India Limited,INE793A01012,NIFTY TOTAL MARKET,accelya solutions india
STYLAMIND,STYLAMINDEQN,Stylam Industries Limited,INE239C01020,NIFTY TOTAL MARKET,stylam industries
JSWHL,JSWHLEQN,JSW Holdings Limited,INE824G01012,NIFTY TOTAL MARKET,jsw holdings
VENKEYS,VENKEYSEQN,Venky's (India) Limited,INE398A01010,NIFTY TOTAL MARKET,venkys india
HATHWAY,HATHWAYEQN,Hathway Cable & Datacom Limited,INE982F01036,NIFTY TOTAL MARKET,hathway cable datacom
JUNIPER,JUNIPEREQN,Juniper Hotels Limited,INE696F01016,NIFTY TOTAL MARKET,juniper hotels
CARERATING,CARERATINGEQN,CARE Ratings Limited,INE752H01013,NIFTY TOTAL MARKET,care ratings
SUNFLAG,SUNFLAGEQN,Sunflag Iron And Steel Company Limited,INE947A01014,NIFTY TOTAL MARKET,sunflag iron and steel
JKIL,JKILEQN,J.Kumar Infraprojects Limited,INE576I01022,NIFTY TOTAL MARKET,jkumar infraprojects
ELECTCAST,ELECTCASTEQN,Electrosteel Castings Limited,INE086A13016,NIFTY TOTAL MARKET,electrosteel castings
JCHAC,JCHACEQN,Johnson Controls - Hitachi Air Conditioning India Limited,INE782A01015,NIFTY TOTAL MARKET,johnson controls hitachi air conditioning india
SCI,SCIEQN,Shipping Corporation Of India Limited,INE109A01011,NIFTY TOTAL MARKET,shipping corporation of india
ZYDUSWELL,ZYDUSWELLEQN,Zydus Wellness Limited,INE768C01010,NIFTY TOTAL MARKET,zydus wellness
PARAS,PARASBEN,Paras Defence and Space Technologies Limited,INE045601015,NIFTY TOTAL MARKET,paras defence and space technologies
STAR,STAREQN,Strides Pharma Science Limited,INE939A01011,NIFTY TOTAL MARKET,strides pharma science
JISLJALEQS,JISLJALEQSEQN,Jain Irrigation Systems Limited,INE175A01038,NIFTY TOTAL MARKET,jain irrigation systems
MOIL,MOILEQN,MOIL Limited,INE490G01020,NIFTY TOTAL MARKET,moil
EPIGRAL,EPIGRALEQN,Epigral Limited,INE071N01016,NIFTY TOTAL MARKET,epigral
THOMASCOOK,THOMASCOOKEQN,Thomas Cook  (India)  Limited,INE332A04021,NIFTY TOTAL MARKET,thomas cook india
TDPOWERSYS,TDPOWERSYSEQN,TD Power Systems Limited,INE419M01027,NIFTY TOTAL MARKET,td power systems
FIEMIND,FIEMINDEQN,Fiem Industries Limited,INE737H01014,NIFTY TOTAL MARKET,fiem industries
DELTACORP,DELTACORPEQN,Delta Corp Limited,INE124G01033,NIFTY TOTAL MARKET,delta corp
AMIORG,AMIORGEQN,Ami Organics Limited,INE00FF01017,NIFTY TOTAL MARKET,ami organics
