Symbol,Identifier,Company,ISIN,Sector,Processed_Company
GLAXO,GLAXOEQN,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NIFTY MIDCAP 150,glaxosmithkline pharmaceuticals
CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016,NIFTY SMALLCAP 50,century textiles industries
AAVAS,AAVASEQN,Aavas Financiers Limited,INE216P01012,NIFTY SMALLCAP 50,aavas financiers
CREDITACC,CREDITACCEQN,CREDITACCESS GRAMEEN LIMITED,INE741K01010,NIFTY SMALLCAP 50,creditaccess grameen
MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010,NIFTY SMALLCAP 50,mahanagar gas
NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY SMALLCAP 50,navin fluorine international
AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020,NIFTY SMALLCAP 50,aarti industries
TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY SMALLCAP 50,tejas networks
GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035,NIFTY SMALLCAP 50,glenmark pharmaceuticals
CDSL,CDSLEQN,Central Depository Services (India) Limited,INE736A01011,NIFTY SMALLCAP 50,central depository services india
INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016,NIFTY SMALLCAP 50,indiamart intermesh
IDFC,IDFCEQN,IDFC Limited,INE043D07385,NIFTY SMALLCAP 50,idfc
CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY SMALLCAP 50,crompton greaves consumer electricals
GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY SMALLCAP 50,gujarat state petronet
PVRINOX,PVRINOXEQN,PVR INOX Limited,INE191H01014,NIFTY SMALLCAP 50,pvr inox
FIVESTAR,FIVESTAREQN,Five-Star Business Finance Limited,INE128S01021,NIFTY SMALLCAP 50,fivestar business finance
KARURVYSYA,KARURVYSYAEQN,Karur Vysya Bank Limited,IN9036D01059,NIFTY SMALLCAP 50,karur vysya bank
RBLBANK,RBLBANKEQN,RBL Bank Limited,INE976G01028,NIFTY SMALLCAP 50,rbl bank
HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012,NIFTY SMALLCAP 50,happiest minds technologies
CUB,CUBEQN,City Union Bank Limited,INE491A01021,NIFTY SMALLCAP 50,city union bank
BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035,NIFTY SMALLCAP 50,birlasoft
BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039,NIFTY SMALLCAP 50,blue star
RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY SMALLCAP 50,raymond
FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022,NIFTY SMALLCAP 50,finolex cables
NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034,NIFTY SMALLCAP 50,national aluminium
CYIENT,CYIENTEQN,Cyient Limited,INE136B01020,NIFTY SMALLCAP 50,cyient
TANLA,TANLAEQN,Tanla Platforms Limited,INE483C01032,NIFTY SMALLCAP 50,tanla platforms
MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY SMALLCAP 50,multi commodity exchange of india
ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY SMALLCAP 50,amara raja energy mobility
EQUITASBNK,EQUITASBNKEQN,Equitas Small Finance Bank Limited,INE063P01018,NIFTY SMALLCAP 50,equitas small finance bank
CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY SMALLCAP 50,cesc
IEX,IEXEQN,Indian Energy Exchange Limited,INE022Q01020,NIFTY SMALLCAP 50,indian energy exchange
SONATSOFTW,SONATSOFTWEQN,Sonata Software Limited,INE269A01021,NIFTY SMALLCAP 50,sonata software
CAMS,CAMSEQN,Computer Age Management Services Limited,INE596I01012,NIFTY SMALLCAP 50,computer age management services
HFCL,HFCLEQN,HFCL Limited,INE548A01028,NIFTY SMALLCAP 50,hfcl
NCC,NCCEQN,NCC Limited,INE868B01028,NIFTY SMALLCAP 50,ncc
CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY SMALLCAP 50,castrol india
PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011,NIFTY SMALLCAP 50,piramal pharma
MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07743,NIFTY SMALLCAP 50,manappuram finance
NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026,NIFTY SMALLCAP 50,natco pharma
NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011,NIFTY SMALLCAP 50,narayana hrudayalaya ltd
EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY SMALLCAP 50,exide industries
GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY SMALLCAP 50,the great eastern shipping
NAM-INDIA,NAM-INDIAEQN,Nippon Life India Asset Management Limited,INE298J01013,NIFTY SMALLCAP 50,nippon life india asset management
ZENSARTECH,ZENSARTECHEQN,Zensar Technologies Limited,INE520A01027,NIFTY SMALLCAP 50,zensar technologies
RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023,NIFTY SMALLCAP 50,ramkrishna forgings
ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013,NIFTY SMALLCAP 50,angel one
APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015,NIFTY SMALLCAP 50,apar industries
PNBHOUSING,PNBHOUSINGEQN,PNB Housing Finance Limited,INE572E01012,NIFTY SMALLCAP 50,pnb housing finance
IIFL,IIFLEQN,IIFL Finance Limited,INE530B07120,NIFTY SMALLCAP 50,iifl finance
RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028,NIFTY SMALLCAP 50,radico khaitan
FSL,FSLEQN,Firstsource Solutions Limited,INE684F01012,NIFTY SMALLCAP 100,firstsource solutions
HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026,NIFTY SMALLCAP 100,hindustan copper
JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NIFTY SMALLCAP 100,jb chemicals pharmaceuticals
RRKABEL,RRKABELEQN,R R Kabel Limited,INE777K01022,NIFTY SMALLCAP 100,r r kabel
JYOTHYLAB,JYOTHYLABEQN,Jyothy Labs Limited,INE668F01031,NIFTY SMALLCAP 100,jyothy labs
CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010,NIFTY SMALLCAP 100,cie automotive india
REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY SMALLCAP 100,redington
RITES,RITESEQN,RITES Limited,INE320J01015,NIFTY SMALLCAP 100,rites
TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016,NIFTY SMALLCAP 100,triveni turbine
GMDCLTD,GMDCLTDEQN,Gujarat Mineral Development Corporation Limited,INE131A01031,NIFTY SMALLCAP 100,gujarat mineral development corporation
JBMA,JBMAEQN,JBM Auto Limited,INE927D01044,NIFTY SMALLCAP 100,jbm auto
PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY SMALLCAP 100,praj industries
HSCL,HSCLEQN,Himadri Speciality Chemical Limited,INE019C01026,NIFTY SMALLCAP 100,himadri speciality chemical
HONASA,HONASAEQN,Honasa Consumer Limited,INE0J5401028,NIFTY SMALLCAP 100,honasa consumer
ALOKINDS,ALOKINDSEQN,Alok Industries Limited,INE270A01029,NIFTY SMALLCAP 100,alok industries
RENUKA,RENUKAEQN,Shree Renuka Sugars Limited,INE087H01022,NIFTY SMALLCAP 100,shree renuka sugars
J&KBANK,J&KBANKEQN,The Jammu & Kashmir Bank Limited,INE168A01041,NIFTY SMALLCAP 100,the jammu kashmir bank
INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017,NIFTY SMALLCAP 100,intellect design arena
UJJIVANSFB,UJJIVANSFBEQN,Ujjivan Small Finance Bank Limited,INE551W01018,NIFTY SMALLCAP 100,ujjivan small finance bank
TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022,NIFTY SMALLCAP 100,trident
WELSPUNLIV,WELSPUNLIVEQN,Welspun Living Limited,INE192B01031,NIFTY SMALLCAP 100,welspun living
TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013,NIFTY SMALLCAP 100,tata investment corporation
TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY SMALLCAP 100,titagarh rail systems
IRCON,IRCONEQN,Ircon International Limited,INE962Y01021,NIFTY SMALLCAP 100,ircon international
SHYAMMETL,SHYAMMETLEQN,Shyam Metalics and Energy Limited,INE810G01011,NIFTY SMALLCAP 100,shyam metalics and energy
TTML,TTMLEQN,Tata Teleservices (Maharashtra) Limited,INE517B01013,NIFTY SMALLCAP 100,tata teleservices maharashtra
MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY SMALLCAP 100,global health
ITI,ITIEQN,ITI Limited,INE248A01017,NIFTY SMALLCAP 100,iti
AFFLE,AFFLEEQN,Affle (India) Limited,INE00WC01027,NIFTY SMALLCAP 100,affle india
GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NIFTY SMALLCAP 100,gujarat narmada valley fertilizers and chemicals
OLECTRA,OLECTRAEQN,Olectra Greentech Limited,INE260D01016,NIFTY SMALLCAP 100,olectra greentech
SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038,NIFTY SMALLCAP 100,swan energy
AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015,NIFTY SMALLCAP 100,amber enterprises india
NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031,NIFTY SMALLCAP 100,nbcc india
CENTRALBK,CENTRALBKEQN,Central Bank of India,INE483A01010,NIFTY SMALLCAP 100,central bank of india
NLCINDIA,NLCINDIAEQN,NLC India Limited,INE589A01014,NIFTY SMALLCAP 100,nlc india
UCOBANK,UCOBANKEQN,UCO Bank,INE691A01018,NIFTY SMALLCAP 100,uco bank
COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025,NIFTY SMALLCAP 100,cochin shipyard
IRB,IRBEQN,IRB Infrastructure Developers Limited,INE821I01022,NIFTY SMALLCAP 100,irb infrastructure developers
IOB,IOBEQN,Indian Overseas Bank,INE565A01014,NIFTY SMALLCAP 100,indian overseas bank
GRAPHITE,GRAPHITEEQN,Graphite India Limited,INE371A01025,NIFTY SMALLCAP 100,graphite india
KEC,KECEQN,KEC International Limited,INE389H01022,NIFTY SMALLCAP 100,kec international
BLS,BLSEQN,BLS International Services Limited,INE153T01027,NIFTY SMALLCAP 100,bls international services
CANFINHOME,CANFINHOMEEQN,Can Fin Homes Limited,INE477A01020,NIFTY SMALLCAP 100,can fin homes
MRPL,MRPLEQN,Mangalore Refinery and Petrochemicals Limited,INE103A01014,NIFTY SMALLCAP 100,mangalore refinery and petrochemicals
NSLNISP,NSLNISPEQN,NMDC Steel Limited,INE0NNS01018,NIFTY SMALLCAP 100,nmdc steel
CEATLTD,CEATLTDEQN,CEAT Limited,INE482A01020,NIFTY SMALLCAP 100,ceat
DATAPATTNS,DATAPATTNSEQN,Data Patterns (India) Limited,INE0IX101010,NIFTY SMALLCAP 100,data patterns india
HUDCO,HUDCOEQN,Housing & Urban Development Corporation Limited,INE031A07873,NIFTY SMALLCAP 100,housing urban development corporation
CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013,NIFTY SMALLCAP 100,chambal fertilizers chemicals
ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY SMALLCAP 250,asahi india glass
RAINBOW,RAINBOWEQN,Rainbow Childrens Medicare Limited,INE961O01016,NIFTY SMALLCAP 250,rainbow childrens medicare
SANOFICONR,SANOFICONRBEN,Sanofi Consumer Healthcare India Limited,INE0UOS01011,NIFTY SMALLCAP 250,sanofi consumer healthcare india
CAMPUS,CAMPUSEQN,Campus Activewear Limited,INE278Y01022,NIFTY SMALLCAP 250,campus activewear
CONCORDBIO,CONCORDBIOEQN,Concord Biotech Limited,INE338H01029,NIFTY SMALLCAP 250,concord biotech
SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018,NIFTY SMALLCAP 250,suven pharmaceuticals
APTUS,APTUSEQN,Aptus Value Housing Finance India Limited,INE852O01025,NIFTY SMALLCAP 250,aptus value housing finance india
CHALET,CHALETEQN,Chalet Hotels Limited,INE427F01016,NIFTY SMALLCAP 250,chalet hotels
GODFRYPHLP,GODFRYPHLPEQN,Godfrey Phillips India Limited,INE260B01028,NIFTY SMALLCAP 250,godfrey phillips india
BIKAJI,BIKAJIEQN,Bikaji Foods International Limited,INE00E101023,NIFTY SMALLCAP 250,bikaji foods international
FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024,NIFTY SMALLCAP 250,finolex industries
PRINCEPIPE,PRINCEPIPEEQN,Prince Pipes And Fittings Limited,INE689W01016,NIFTY SMALLCAP 250,prince pipes and fittings
BALRAMCHIN,BALRAMCHINEQN,Balrampur Chini Mills Limited,INE119A01028,NIFTY SMALLCAP 250,balrampur chini mills
CCL,CCLEQN,CCL Products (India) Limited,INE421D01022,NIFTY SMALLCAP 250,ccl products india
SUNTECK,SUNTECKEQN,Sunteck Realty Limited,INE805D01034,NIFTY SMALLCAP 250,sunteck realty
WESTLIFE,WESTLIFEEQN,WESTLIFE FOODWORLD LIMITED,INE274F01020,NIFTY SMALLCAP 250,westlife foodworld
CELLO,CELLOEQN,Cello World Limited,INE0LMW01024,NIFTY SMALLCAP 250,cello world
KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012,NIFTY SMALLCAP 250,kaynes technology india
MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018,NIFTY SMALLCAP 250,mahindra lifespace developers
GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021,NIFTY SMALLCAP 250,godawari power and ispat
VIPIND,VIPINDEQN,VIP Industries Limited,INE054A01027,NIFTY SMALLCAP 250,vip industries
ERIS,ERISEQN,Eris Lifesciences Limited,INE406M01024,NIFTY SMALLCAP 250,eris lifesciences
ASTRAZEN,ASTRAZENEQN,AstraZeneca Pharma India Limited,INE203A07019,NIFTY SMALLCAP 250,astrazeneca pharma india
KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01025,NIFTY SMALLCAP 250,krishna institute of medical sciences
VGUARD,VGUARDEQN,V-Guard Industries Limited,INE951I01027,NIFTY SMALLCAP 250,vguard industries
SBFC,SBFCEQN,SBFC Finance Limited,INE423Y01016,NIFTY SMALLCAP 250,sbfc finance
QUESS,QUESSEQN,Quess Corp Limited,INE615P01015,NIFTY SMALLCAP 250,quess corp
CHENNPETRO,CHENNPETROEQN,Chennai Petroleum Corporation Limited,INE178A01016,NIFTY SMALLCAP 250,chennai petroleum corporation
ALKYLAMINE,ALKYLAMINEEQN,Alkyl Amines Chemicals Limited,INE150B01039,NIFTY SMALLCAP 250,alkyl amines chemicals
CSBBANK,CSBBANKEQN,CSB Bank Limited,INE679A01013,NIFTY SMALLCAP 250,csb bank
SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY SMALLCAP 250,sanofi india
VARROC,VARROCEQN,Varroc Engineering Limited,INE665L01035,NIFTY SMALLCAP 250,varroc engineering
BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012,NIFTY SMALLCAP 250,birla corporation
ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,IN9285A01033,NIFTY SMALLCAP 250,elgi equipments
RHIM,RHIMEQN,RHI MAGNESITA INDIA LIMITED,INE743M01012,NIFTY SMALLCAP 250,rhi magnesita india
GPPL,GPPLEQN,Gujarat Pipavav Port Limited,INE517F01014,NIFTY SMALLCAP 250,gujarat pipavav port
RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030,NIFTY SMALLCAP 250,rajesh exports
VAIBHAVGBL,VAIBHAVGBLEQN,Vaibhav Global Limited,INE884A01027,NIFTY SMALLCAP 250,vaibhav global
SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01020,NIFTY SMALLCAP 250,sapphire foods india
EIDPARRY,EIDPARRYEQN,EID Parry India Limited,INE126A01031,NIFTY SMALLCAP 250,eid parry india
SYRMA,SYRMAEQN,Syrma SGS Technology Limited,INE0DYJ01015,NIFTY SMALLCAP 250,syrma sgs technology
BORORENEW,BORORENEWEQN,BOROSIL RENEWABLES LIMITED,INE666D01022,NIFTY SMALLCAP 250,borosil renewables
SAFARI,SAFARIEQN,Safari Industries (India) Limited,INE429E01023,NIFTY SMALLCAP 250,safari industries india
ECLERX,ECLERXEQN,eClerx Services Limited,INE738I01010,NIFTY SMALLCAP 250,eclerx services
ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026,NIFTY SMALLCAP 250,anand rathi wealth
AETHER,AETHEREQN,Aether Industries Limited,INE0BWX01014,NIFTY SMALLCAP 250,aether industries
SIGNATURE,SIGNATUREEQN,Signatureglobal (India) Limited,INE903U01023,NIFTY SMALLCAP 250,signatureglobal india
TMB,TMBEQN,Tamilnad Mercantile Bank Limited,INE668A01016,NIFTY SMALLCAP 250,tamilnad mercantile bank
SAREGAMA,SAREGAMAEQN,Saregama India Limited,INE979A01025,NIFTY SMALLCAP 250,saregama india
JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032,NIFTY SMALLCAP 250,jk lakshmi cement
LATENTVIEW,LATENTVIEWEQN,Latent View Analytics Limited,INE0I7C01011,NIFTY SMALLCAP 250,latent view analytics
METROPOLIS,METROPOLISEQN,Metropolis Healthcare Limited,INE112L01020,NIFTY SMALLCAP 250,metropolis healthcare
BALAMINES,BALAMINESEQN,Balaji Amines Limited,INE050E01027,NIFTY SMALLCAP 250,balaji amines
VIJAYA,VIJAYAEQN,Vijaya Diagnostic Centre Limited,INE043W01024,NIFTY SMALLCAP 250,vijaya diagnostic centre
DCMSHRIRAM,DCMSHRIRAMEQN,DCM Shriram Limited,INE499A01024,NIFTY SMALLCAP 250,dcm shriram
SOBHA,SOBHAEQN,Sobha Limited,INE671H01015,NIFTY SMALLCAP 250,sobha
CGCL,CGCLEQN,Capri Global Capital Limited,INE180C01042,NIFTY SMALLCAP 250,capri global capital
AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025,NIFTY SMALLCAP 250,aegis logistics
FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026,NIFTY SMALLCAP 250,fine organic industries
SPARC,SPARCEQN,Sun Pharma Advanced Research Company Limited,IN9232I01012,NIFTY SMALLCAP 250,sun pharma advanced research
GRANULES,GRANULESEQN,Granules India Limited,INE101D01020,NIFTY SMALLCAP 250,granules india
GILLETTE,GILLETTEEQN,Gillette India Limited,INE322A01010,NIFTY SMALLCAP 250,gillette india
KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022,NIFTY SMALLCAP 250,kalpataru projects international
WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013,NIFTY SMALLCAP 250,whirlpool of india
CHOLAHLDNG,CHOLAHLDNGEQN,Cholamandalam Financial Holdings Limited,INE149A01033,NIFTY SMALLCAP 250,cholamandalam financial holdings
GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY SMALLCAP 250,gmm pfaudler
INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY SMALLCAP 250,the india cements
MEDPLUS,MEDPLUSEQN,Medplus Health Services Limited,INE804L01022,NIFTY SMALLCAP 250,medplus health services
MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010,NIFTY SMALLCAP 250,mahindra holidays resorts india
GRSE,GRSEEQN,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,NIFTY SMALLCAP 250,garden reach shipbuilders engineers
CLEAN,CLEANEQN,Clean Science and Technology Limited,INE227W01023,NIFTY SMALLCAP 250,clean science and technology
CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY SMALLCAP 250,cera sanitaryware
VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY SMALLCAP 250,vardhman textiles
HOMEFIRST,HOMEFIRSTEQN,Home First Finance Company India Limited,INE481N01025,NIFTY SMALLCAP 250,home first finance india
ASTERDM,ASTERDMEQN,Aster DM Healthcare Limited,INE914M01019,NIFTY SMALLCAP 250,aster dm healthcare
RATNAMANI,RATNAMANIEQN,Ratnamani Metals & Tubes Limited,INE703B01027,NIFTY SMALLCAP 250,ratnamani metals tubes
EIHOTEL,EIHOTELEQN,EIH Limited,INE230A01023,NIFTY SMALLCAP 250,eih
ACI,ACIEQN,Archean Chemical Industries Limited,INE128X01021,NIFTY SMALLCAP 250,archean chemical industries
ALLCARGO,ALLCARGOEQN,Allcargo Logistics Limited,INE418H01029,NIFTY SMALLCAP 250,allcargo logistics
POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY SMALLCAP 250,poly medicure
GAEL,GAELEQN,Gujarat Ambuja Exports Limited,INE036B01030,NIFTY SMALLCAP 250,gujarat ambuja exports
TRIVENI,TRIVENIEQN,Triveni Engineering & Industries Limited,INE256C01024,NIFTY SMALLCAP 250,triveni engineering industries
HBLPOWER,HBLPOWEREQN,HBL Power Systems Limited,INE292B01021,NIFTY SMALLCAP 250,hbl power systems
KRBL,KRBLEQN,KRBL Limited,INE001B01026,NIFTY SMALLCAP 250,krbl
CENTURYPLY,CENTURYPLYEQN,Century Plyboards (India) Limited,INE348B01021,NIFTY SMALLCAP 250,century plyboards india
MOTILALOFS,MOTILALOFSEQN,Motilal Oswal Financial Services Limited,INE338I01027,NIFTY SMALLCAP 250,motilal oswal financial services
ACE,ACEEQN,Action Construction Equipment Limited,INE731H01025,NIFTY SMALLCAP 250,action construction equipment
ANURAS,ANURASEQN,Anupam Rasayan India Limited,INE930P01018,NIFTY SMALLCAP 250,anupam rasayan india
UTIAMC,UTIAMCEQN,UTI Asset Management Company Limited,INE094J01016,NIFTY SMALLCAP 250,uti asset management
MASTEK,MASTEKEQN,Mastek Limited,INE759A01021,NIFTY SMALLCAP 250,mastek
EASEMYTRIP,EASEMYTRIPEQN,Easy Trip Planners Limited,INE07O001026,NIFTY SMALLCAP 250,easy trip planners
HAPPYFORGE,HAPPYFORGEEQN,Happy Forgings Limited,INE330T01021,NIFTY SMALLCAP 250,happy forgings
RBA,RBAEQN,Restaurant Brands Asia Limited,INE07T201019,NIFTY SMALLCAP 250,restaurant brands asia
POWERINDIA,POWERINDIAEQN,Hitachi Energy India Limited,INE07Y701011,NIFTY SMALLCAP 250,hitachi energy india
360ONE,360ONEEQN,360 ONE WAM LIMITED,INE466L01038,NIFTY SMALLCAP 250,360 one wam
STLTECH,STLTECHEQN,Sterlite Technologies Limited,INE089C01029,NIFTY SMALLCAP 250,sterlite technologies
KSB,KSBEQN,Ksb Limited,INE999A01023,NIFTY SMALLCAP 250,ksb
EPL,EPLEQN,EPL Limited,INE255A01020,NIFTY SMALLCAP 250,epl
CAPLIPOINT,CAPLIPOINTEQN,Caplin Point Laboratories Limited,INE475E01026,NIFTY SMALLCAP 250,caplin point laboratories
ELECON,ELECONEQN,Elecon Engineering Company Limited,INE205B01031,NIFTY SMALLCAP 250,elecon engineering
MTARTECH,MTARTECHEQN,Mtar Technologies Limited,INE864I01014,NIFTY SMALLCAP 250,mtar technologies
JKPAPER,JKPAPEREQN,JK Paper Limited,INE789E01012,NIFTY SMALLCAP 250,jk paper
SCHNEIDER,SCHNEIDEREQN,Schneider Electric Infrastructure Limited,INE839M01018,NIFTY SMALLCAP 250,schneider electric infrastructure
ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017,NIFTY SMALLCAP 250,route mobile
HEG,HEGEQN,HEG Limited,INE545A01016,NIFTY SMALLCAP 250,heg
JUBLPHARMA,JUBLPHARMAEQN,Jubilant Pharmova Limited,INE700A01033,NIFTY SMALLCAP 250,jubilant pharmova
JMFINANCIL,JMFINANCILEQN,JM Financial Limited,INE780C01023,NIFTY SMALLCAP 250,jm financial
ENGINERSIN,ENGINERSINEQN,Engineers India Limited,INE510A01028,NIFTY SMALLCAP 250,engineers india
JUBLINGREA,JUBLINGREAEQN,Jubilant Ingrevia Limited,INE0BY001018,NIFTY SMALLCAP 250,jubilant ingrevia
SAMMAANCAP,SAMMAANCAPEQN,Sammaan Capital Limited,INE148I01020,NIFTY SMALLCAP 250,sammaan capital
MAHSEAMLES,MAHSEAMLESEQN,Maharashtra Seamless Limited,INE271B01025,NIFTY SMALLCAP 250,maharashtra seamless
JINDALSAW,JINDALSAWEQN,Jindal Saw Limited,INE324A01024,NIFTY SMALLCAP 250,jindal saw
MMTC,MMTCEQN,MMTC Limited,INE123F01029,NIFTY SMALLCAP 250,mmtc
LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY SMALLCAP 250,lemon tree hotels
MAPMYINDIA,MAPMYINDIAEQN,C.E. Info Systems Limited,INE0BV301023,NIFTY SMALLCAP 250,ce info systems
DOMS,DOMSEQN,DOMS Industries Limited,INE321T01012,NIFTY SMALLCAP 250,doms industries
RAILTEL,RAILTELEQN,Railtel Corporation Of India Limited,INE0DD101019,NIFTY SMALLCAP 250,railtel corporation of india
CHEMPLASTS,CHEMPLASTSEQN,Chemplast Sanmar Limited,INE488A01050,NIFTY SMALLCAP 250,chemplast sanmar
LXCHEM,LXCHEMEQN,Laxmi Organic Industries Limited,INE576O01020,NIFTY SMALLCAP 250,laxmi organic industries
INOXWIND,INOXWINDEQN,Inox Wind Limited,INE066P01011,NIFTY SMALLCAP 250,inox wind
USHAMART,USHAMARTEQN,Usha Martin Limited,INE228A01035,NIFTY SMALLCAP 250,usha martin
INDIGOPNTS,INDIGOPNTSEQN,Indigo Paints Limited,INE09VQ01012,NIFTY SMALLCAP 250,indigo paints
RCF,RCFEQN,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,NIFTY SMALLCAP 250,rashtriya chemicals and fertilizers
KNRCON,KNRCONEQN,KNR Constructions Limited,INE634I01029,NIFTY SMALLCAP 250,knr constructions
NUVAMA,NUVAMAEQN,Nuvama Wealth Management Limited,INE531F01015,NIFTY SMALLCAP 250,nuvama wealth management
JUSTDIAL,JUSTDIALEQN,Just Dial Limited,INE599M01018,NIFTY SMALLCAP 250,just dial
JWL,JWLEQN,Jupiter Wagons Limited,INE209L01016,NIFTY SMALLCAP 250,jupiter wagons
DEEPAKFERT,DEEPAKFERTEQN,Deepak Fertilizers And Petrochemicals Corporation Limited,INE501A01019,NIFTY SMALLCAP 250,deepak fertilizers and petrochemicals corporation
PCBL,PCBLEQN,PCBL LIMITED,INE602A01031,NIFTY SMALLCAP 250,pcbl
WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025,NIFTY SMALLCAP 250,welspun corp
AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038,NIFTY SMALLCAP 250,avanti feeds
KFINTECH,KFINTECHEQN,Kfin Technologies Limited,INE138Y01010,NIFTY SMALLCAP 250,kfin technologies
PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029,NIFTY SMALLCAP 250,pnc infratech
