Symbol,Identifier,Company,ISIN,Sector
CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011,NIFTY100 EQUAL WEIGHT
GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY100 EQUAL WEIGHT
MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035,NIFTY100 EQUAL WEIGHT
JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY100 EQUAL WEIGHT
M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY100 EQUAL WEIGHT
EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY100 EQUAL WEIGHT
WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY100 EQUAL WEIGHT
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY100 EQUAL WEIGHT
ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY100 EQUAL WEIGHT
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY100 EQUAL WEIGHT
BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY100 EQUAL WEIGHT
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY100 EQUAL WEIGHT
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY100 EQUAL WEIGHT
TATASTEEL,TATASTEELEQN,Tata Steel Limited,INE081A03018,NIFTY100 EQUAL WEIGHT
LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY100 EQUAL WEIGHT
KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY100 EQUAL WEIGHT
SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY100 EQUAL WEIGHT
TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY100 EQUAL WEIGHT
HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY100 EQUAL WEIGHT
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY100 EQUAL WEIGHT
CANBK,CANBKEQN,Canara Bank,INE476A01022,NIFTY100 EQUAL WEIGHT
IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY100 EQUAL WEIGHT
LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017,NIFTY100 EQUAL WEIGHT
BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039,NIFTY100 EQUAL WEIGHT
RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY100 EQUAL WEIGHT
APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY100 EQUAL WEIGHT
ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY100 EQUAL WEIGHT
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY100 EQUAL WEIGHT
JIOFIN,JIOFINEQN,Jio Financial Services Limited,INE758E01017,NIFTY100 EQUAL WEIGHT
ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY100 EQUAL WEIGHT
RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY100 EQUAL WEIGHT
HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014,NIFTY100 EQUAL WEIGHT
INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY100 EQUAL WEIGHT
INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027,NIFTY100 EQUAL WEIGHT
TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY100 EQUAL WEIGHT
SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015,NIFTY100 EQUAL WEIGHT
ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024,NIFTY100 EQUAL WEIGHT
CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY100 EQUAL WEIGHT
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY100 EQUAL WEIGHT
GAIL,GAILEQN,GAIL (India) Limited,INE129A01019,NIFTY100 EQUAL WEIGHT
AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034,NIFTY100 EQUAL WEIGHT
DLF,DLFEQN,DLF Limited,INE271C01023,NIFTY100 EQUAL WEIGHT
NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024,NIFTY100 EQUAL WEIGHT
TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY100 EQUAL WEIGHT
PNB,PNBEQN,Punjab National Bank,INE160A01022,NIFTY100 EQUAL WEIGHT
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY100 EQUAL WEIGHT
LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY100 EQUAL WEIGHT
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY100 EQUAL WEIGHT
POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY100 EQUAL WEIGHT
MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY100 EQUAL WEIGHT
HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY100 EQUAL WEIGHT
PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY100 EQUAL WEIGHT
TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY100 EQUAL WEIGHT
BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011,NIFTY100 EQUAL WEIGHT
SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY100 EQUAL WEIGHT
TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY100 EQUAL WEIGHT
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY100 EQUAL WEIGHT
AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024,NIFTY100 EQUAL WEIGHT
BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026,NIFTY100 EQUAL WEIGHT
BAJAJHLDNG,BAJAJHLDNGEQN,Bajaj Holdings & Investment Limited,INE118A01012,NIFTY100 EQUAL WEIGHT
ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010,NIFTY100 EQUAL WEIGHT
TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY100 EQUAL WEIGHT
ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY100 EQUAL WEIGHT
DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY100 EQUAL WEIGHT
HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY100 EQUAL WEIGHT
MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY100 EQUAL WEIGHT
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY100 EQUAL WEIGHT
SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY100 EQUAL WEIGHT
IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561,NIFTY100 EQUAL WEIGHT
ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY100 EQUAL WEIGHT
IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY100 EQUAL WEIGHT
SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016,NIFTY100 EQUAL WEIGHT
BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY100 EQUAL WEIGHT
DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY100 EQUAL WEIGHT
TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY100 EQUAL WEIGHT
ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019,NIFTY100 EQUAL WEIGHT
SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY100 EQUAL WEIGHT
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY100 EQUAL WEIGHT
GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY100 EQUAL WEIGHT
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY100 EQUAL WEIGHT
UNITDSPR,UNITDSPREQN,United Spirits Limited,INE854D01024,NIFTY100 EQUAL WEIGHT
SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY100 EQUAL WEIGHT
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY100 EQUAL WEIGHT
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY100 EQUAL WEIGHT
ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023,NIFTY100 EQUAL WEIGHT
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY100 EQUAL WEIGHT
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY100 EQUAL WEIGHT
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY100 EQUAL WEIGHT
ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY100 EQUAL WEIGHT
ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017,NIFTY100 EQUAL WEIGHT
DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011,NIFTY100 EQUAL WEIGHT
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY100 LOW VOLATILITY 30
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY100 LOW VOLATILITY 30
WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY100 LOW VOLATILITY 30
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY100 LOW VOLATILITY 30
BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY100 LOW VOLATILITY 30
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY100 LOW VOLATILITY 30
LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY100 LOW VOLATILITY 30
KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY100 LOW VOLATILITY 30
ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY100 LOW VOLATILITY 30
RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY100 LOW VOLATILITY 30
CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY100 LOW VOLATILITY 30
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY100 LOW VOLATILITY 30
TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY100 LOW VOLATILITY 30
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY100 LOW VOLATILITY 30
HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY100 LOW VOLATILITY 30
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY100 LOW VOLATILITY 30
ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY100 LOW VOLATILITY 30
DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY100 LOW VOLATILITY 30
MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY100 LOW VOLATILITY 30
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY100 LOW VOLATILITY 30
SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY100 LOW VOLATILITY 30
TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY100 LOW VOLATILITY 30
SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY100 LOW VOLATILITY 30
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY100 LOW VOLATILITY 30
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY100 LOW VOLATILITY 30
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY100 LOW VOLATILITY 30
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY100 LOW VOLATILITY 30
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY100 LOW VOLATILITY 30
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY100 LOW VOLATILITY 30
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY100 LOW VOLATILITY 30
KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014,NIFTY ALPHA 50
ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015,NIFTY ALPHA 50
PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011,NIFTY ALPHA 50
AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037,NIFTY ALPHA 50
ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011,NIFTY ALPHA 50
VBL,VBLEQN,Varun Beverages Limited,INE200M01039,NIFTY ALPHA 50
HUDCO,HUDCOEQN,Housing & Urban Development Corporation Limited,INE031A07857,NIFTY ALPHA 50
BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026,NIFTY ALPHA 50
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY ALPHA 50
NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031,NIFTY ALPHA 50
JSL,JSLEQN,Jindal Stainless Limited,INE220G01021,NIFTY ALPHA 50
HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026,NIFTY ALPHA 50
TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY ALPHA 50
GICRE,GICREEQN,General Insurance Corporation of India,INE481Y01014,NIFTY ALPHA 50
CANBK,CANBKEQN,Canara Bank,INE476A01022,NIFTY ALPHA 50
OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY ALPHA 50
INDIANB,INDIANBEQN,Indian Bank,INE562A01011,NIFTY ALPHA 50
NCC,NCCEQN,NCC Limited,INE868B01028,NIFTY ALPHA 50
LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY ALPHA 50
RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY ALPHA 50
APARINDS,APARINDSEQN,Apar Industries Limited,INE372A01015,NIFTY ALPHA 50
ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY ALPHA 50
BSOFT,BSOFTEQN,BIRLASOFT LIMITED,INE836A01035,NIFTY ALPHA 50
TORNTPOWER,TORNTPOWEREQN,Torrent Power Limited,INE813H01021,NIFTY ALPHA 50
GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035,NIFTY ALPHA 50
PNB,PNBEQN,Punjab National Bank,INE160A01022,NIFTY ALPHA 50
DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020,NIFTY ALPHA 50
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY ALPHA 50
PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY ALPHA 50
TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY ALPHA 50
NHPC,NHPCEQN,NHPC Limited,INE848E07542,NIFTY ALPHA 50
HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY ALPHA 50
ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013,NIFTY ALPHA 50
IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561,NIFTY ALPHA 50
ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY ALPHA 50
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY ALPHA 50
KEI,KEIEQN,KEI Industries Limited,INE878B01027,NIFTY ALPHA 50
POLICYBZR,POLICYBZREQN,PB Fintech Limited,INE417T01026,NIFTY ALPHA 50
UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016,NIFTY ALPHA 50
JPPOWER,JPPOWEREQN,Jaiprakash Power Ventures Limited,INE351F01018,NIFTY ALPHA 50
SJVN,SJVNEQN,SJVN Limited,INE002L01015,NIFTY ALPHA 50
SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028,NIFTY ALPHA 50
BDL,BDLEQN,Bharat Dynamics Limited,INE171Z01026,NIFTY ALPHA 50
BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY ALPHA 50
SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021,NIFTY ALPHA 50
ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY ALPHA 50
MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY ALPHA 50
LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029,NIFTY ALPHA 50
TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY ALPHA 50
RVNL,RVNLEQN,Rail Vikas Nigam Limited,INE415G01027,NIFTY ALPHA 50
PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022,NIFTY200 QUALITY 30
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY200 QUALITY 30
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY200 QUALITY 30
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY200 QUALITY 30
HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY200 QUALITY 30
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY200 QUALITY 30
OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY200 QUALITY 30
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY200 QUALITY 30
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY200 QUALITY 30
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY200 QUALITY 30
LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY200 QUALITY 30
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY200 QUALITY 30
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY200 QUALITY 30
HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY200 QUALITY 30
MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY200 QUALITY 30
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY200 QUALITY 30
IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY200 QUALITY 30
LTTS,LTTSEQN,L&T Technology Services Limited,INE010V01017,NIFTY200 QUALITY 30
DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY200 QUALITY 30
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY200 QUALITY 30
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY200 QUALITY 30
SUNTV,SUNTVEQN,Sun TV Network Limited,INE424H01027,NIFTY200 QUALITY 30
PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021,NIFTY200 QUALITY 30
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY200 QUALITY 30
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY200 QUALITY 30
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY200 QUALITY 30
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY200 QUALITY 30
HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY200 QUALITY 30
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY200 QUALITY 30
IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY200 QUALITY 30
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY ALPHA LOW-VOLATILITY 30
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY ALPHA LOW-VOLATILITY 30
GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY ALPHA LOW-VOLATILITY 30
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY ALPHA LOW-VOLATILITY 30
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY ALPHA LOW-VOLATILITY 30
BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY ALPHA LOW-VOLATILITY 30
LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY ALPHA LOW-VOLATILITY 30
SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY ALPHA LOW-VOLATILITY 30
TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY ALPHA LOW-VOLATILITY 30
LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY ALPHA LOW-VOLATILITY 30
ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY ALPHA LOW-VOLATILITY 30
RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY ALPHA LOW-VOLATILITY 30
TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY ALPHA LOW-VOLATILITY 30
AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034,NIFTY ALPHA LOW-VOLATILITY 30
TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY ALPHA LOW-VOLATILITY 30
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY ALPHA LOW-VOLATILITY 30
MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY ALPHA LOW-VOLATILITY 30
SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY ALPHA LOW-VOLATILITY 30
TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY ALPHA LOW-VOLATILITY 30
ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY ALPHA LOW-VOLATILITY 30
DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY ALPHA LOW-VOLATILITY 30
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY ALPHA LOW-VOLATILITY 30
SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY ALPHA LOW-VOLATILITY 30
ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY ALPHA LOW-VOLATILITY 30
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY ALPHA LOW-VOLATILITY 30
TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY ALPHA LOW-VOLATILITY 30
MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY ALPHA LOW-VOLATILITY 30
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY ALPHA LOW-VOLATILITY 30
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY ALPHA LOW-VOLATILITY 30
ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017,NIFTY ALPHA LOW-VOLATILITY 30
NMDC,NMDCEQN,NMDC Limited,INE584A01023,NIFTY200 MOMENTUM 30
VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY200 MOMENTUM 30
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY200 MOMENTUM 30
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY200 MOMENTUM 30
MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035,NIFTY200 MOMENTUM 30
M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY200 MOMENTUM 30
BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026,NIFTY200 MOMENTUM 30
ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY200 MOMENTUM 30
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY200 MOMENTUM 30
BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY200 MOMENTUM 30
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY200 MOMENTUM 30
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY200 MOMENTUM 30
OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY200 MOMENTUM 30
LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY200 MOMENTUM 30
RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY200 MOMENTUM 30
ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY200 MOMENTUM 30
BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020,NIFTY200 MOMENTUM 30
PNB,PNBEQN,Punjab National Bank,INE160A01022,NIFTY200 MOMENTUM 30
DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020,NIFTY200 MOMENTUM 30
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY200 MOMENTUM 30
PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY200 MOMENTUM 30
TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY200 MOMENTUM 30
SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY200 MOMENTUM 30
INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017,NIFTY200 MOMENTUM 30
TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY200 MOMENTUM 30
OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010,NIFTY200 MOMENTUM 30
TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY200 MOMENTUM 30
HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY200 MOMENTUM 30
ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY200 MOMENTUM 30
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY200 MOMENTUM 30
