,Symbol,Identifier,Company,ISIN,Sector
1737,M&MFIN,M&MFINEQN,Mahindra & Mahindra Financial Services Limited,INE774D08MG3,NIFTY500 MULTICAP 50:25:25
1738,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY500 MULTICAP 50:25:25
1739,SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY500 MULTICAP 50:25:25
1740,GSFC,GSFCEQN,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,NIFTY500 MULTICAP 50:25:25
1741,PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021,NIFTY500 MULTICAP 50:25:25
1742,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035,NIFTY500 MULTICAP 50:25:25
1743,FORTIS,FORTISEQN,Fortis Healthcare Limited,INE061F13018,NIFTY500 MULTICAP 50:25:25
1744,YESBANK,YESBANKEQN,Yes Bank Limited,INE528G01035,NIFTY500 MULTICAP 50:25:25
1745,TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY500 MULTICAP 50:25:25
1746,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY500 MULTICAP 50:25:25
1747,POLICYBZR,POLICYBZREQN,PB Fintech Limited,INE417T01026,NIFTY500 MULTICAP 50:25:25
1748,BIKAJI,BIKAJIEQN,Bikaji Foods International Limited,INE00E101023,NIFTY500 MULTICAP 50:25:25
1749,REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY500 MULTICAP 50:25:25
1750,WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025,NIFTY500 MULTICAP 50:25:25
1751,INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016,NIFTY500 MULTICAP 50:25:25
1752,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY500 MULTICAP 50:25:25
1753,RENUKA,RENUKAEQN,Shree Renuka Sugars Limited,INE087H01022,NIFTY500 MULTICAP 50:25:25
1754,ALLCARGO,ALLCARGOEQN,Allcargo Logistics Limited,INE418H01029,NIFTY500 MULTICAP 50:25:25
1755,SUMICHEM,SUMICHEMEQN,Sumitomo Chemical India Limited,INE258G01013,NIFTY500 MULTICAP 50:25:25
1756,ITI,ITIEQN,ITI Limited,INE248A01017,NIFTY500 MULTICAP 50:25:25
1757,INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027,NIFTY500 MULTICAP 50:25:25
1758,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY500 MULTICAP 50:25:25
1759,INDIGOPNTS,INDIGOPNTSEQN,Indigo Paints Limited,INE09VQ01012,NIFTY500 MULTICAP 50:25:25
1760,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY500 MULTICAP 50:25:25
1761,ISEC,ISECEQN,ICICI Securities Limited,INE763G01038,NIFTY500 MULTICAP 50:25:25
1762,TVSSCS,TVSSCSEQN,TVS Supply Chain Solutions Limited,INE395N01027,NIFTY500 MULTICAP 50:25:25
1763,MSUMI,MSUMIEQN,Motherson Sumi Wiring India Limited,INE0FS801015,NIFTY500 MULTICAP 50:25:25
1764,JUBLINGREA,JUBLINGREAEQN,Jubilant Ingrevia Limited,INE0BY001018,NIFTY500 MULTICAP 50:25:25
1765,EASEMYTRIP,EASEMYTRIPEQN,Easy Trip Planners Limited,INE07O001026,NIFTY500 MULTICAP 50:25:25
1766,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027,NIFTY500 MULTICAP 50:25:25
1767,HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010,NIFTY500 MULTICAP 50:25:25
1768,WHIRLPOOL,WHIRLPOOLEQN,Whirlpool of India Limited,INE716A01013,NIFTY500 MULTICAP 50:25:25
1769,VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY500 MULTICAP 50:25:25
1770,SHYAMMETL,SHYAMMETLEQN,Shyam Metalics and Energy Limited,INE810G01011,NIFTY500 MULTICAP 50:25:25
1771,SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021,NIFTY500 MULTICAP 50:25:25
1772,CDSL,CDSLEQN,Central Depository Services (India) Limited,INE736A01011,NIFTY500 MULTICAP 50:25:25
1773,GODREJIND,GODREJINDEQN,Godrej Industries Limited,INE233A01035,NIFTY500 MULTICAP 50:25:25
1774,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027,NIFTY500 MULTICAP 50:25:25
1775,FACT,FACTEQN,Fertilizers and Chemicals Travancore Limited,INE188A01015,NIFTY500 MULTICAP 50:25:25
1776,PCBL,PCBLEQN,PCBL LIMITED,INE602A01031,NIFTY500 MULTICAP 50:25:25
1777,KFINTECH,KFINTECHEQN,Kfin Technologies Limited,INE138Y01010,NIFTY500 MULTICAP 50:25:25
1778,IRB,IRBEQN,IRB Infrastructure Developers Limited,INE821I01022,NIFTY500 MULTICAP 50:25:25
1779,AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025,NIFTY500 MULTICAP 50:25:25
1780,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010,NIFTY500 MULTICAP 50:25:25
1781,TRIDENT,TRIDENTEQN,Trident Limited,INE064C01022,NIFTY500 MULTICAP 50:25:25
1782,LATENTVIEW,LATENTVIEWEQN,Latent View Analytics Limited,INE0I7C01011,NIFTY500 MULTICAP 50:25:25
1783,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013,NIFTY500 MULTICAP 50:25:25
1784,CARBORUNIV,CARBORUNIVEQN,Carborundum Universal Limited,INE120A01034,NIFTY500 MULTICAP 50:25:25
1785,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NIFTY500 MULTICAP 50:25:25
1786,IDFC,IDFCEQN,IDFC Limited,INE043D07AE5,NIFTY500 MULTICAP 50:25:25
1787,GLAND,GLANDEQN,Gland Pharma Limited,INE068V01023,NIFTY500 MULTICAP 50:25:25
1788,PHOENIXLTD,PHOENIXLTDEQN,The Phoenix Mills Limited,INE211B01039,NIFTY500 MULTICAP 50:25:25
1789,CHALET,CHALETEQN,Chalet Hotels Limited,INE427F01016,NIFTY500 MULTICAP 50:25:25
1790,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026,NIFTY500 MULTICAP 50:25:25
1791,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY500 MULTICAP 50:25:25
1792,MFSL,MFSLEQN,Max Financial Services Limited,INE180A01020,NIFTY500 MULTICAP 50:25:25
1793,KPITTECH,KPITTECHEQN,KPIT Technologies Limited,INE04I401011,NIFTY500 MULTICAP 50:25:25
1794,JIOFIN,JIOFINEQN,Jio Financial Services Limited,INE758E01017,NIFTY500 MULTICAP 50:25:25
1795,PRSMJOHNSN,PRSMJOHNSNEQN,Prism Johnson Limited,INE010A01011,NIFTY500 MULTICAP 50:25:25
1796,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY500 MULTICAP 50:25:25
1797,SUNTV,SUNTVEQN,Sun TV Network Limited,INE424H01027,NIFTY500 MULTICAP 50:25:25
1798,BBTC,BBTCEQN,Bombay Burmah Trading Corporation Limited,INE050A01025,NIFTY500 MULTICAP 50:25:25
1799,ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023,NIFTY500 MULTICAP 50:25:25
1800,RBA,RBAEQN,Restaurant Brands Asia Limited,INE07T201019,NIFTY500 MULTICAP 50:25:25
1801,BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026,NIFTY500 MULTICAP 50:25:25
1802,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019,NIFTY500 MULTICAP 50:25:25
1803,CUB,CUBEQN,City Union Bank Limited,INE491A01021,NIFTY500 MULTICAP 50:25:25
1804,HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY500 MULTICAP 50:25:25
1805,TRIVENI,TRIVENIEQN,Triveni Engineering & Industries Limited,INE256C01024,NIFTY500 MULTICAP 50:25:25
1806,CLEAN,CLEANEQN,Clean Science and Technology Limited,INE227W01023,NIFTY500 MULTICAP 50:25:25
1807,GLAXO,GLAXOEQN,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,NIFTY500 MULTICAP 50:25:25
1808,ACI,ACIEQN,Archean Chemical Industries Limited,INE128X01021,NIFTY500 MULTICAP 50:25:25
1809,NCC,NCCEQN,NCC Limited,INE868B01028,NIFTY500 MULTICAP 50:25:25
1810,HONASA,HONASAEQN,Honasa Consumer Limited,INE0J5401028,NIFTY500 MULTICAP 50:25:25
1811,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY500 MULTICAP 50:25:25
1812,MAHLIFE,MAHLIFEEQN,Mahindra Lifespace Developers Limited,INE813A01018,NIFTY500 MULTICAP 50:25:25
1813,CEATLTD,CEATLTDEQN,CEAT Limited,INE482A01020,NIFTY500 MULTICAP 50:25:25
1814,AWL,AWLEQN,Adani Wilmar Limited,INE699H01024,NIFTY500 MULTICAP 50:25:25
1815,COCHINSHIP,COCHINSHIPEQN,Cochin Shipyard Limited,INE704P01025,NIFTY500 MULTICAP 50:25:25
1816,GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY500 MULTICAP 50:25:25
1817,MTARTECH,MTARTECHEQN,Mtar Technologies Limited,INE864I01014,NIFTY500 MULTICAP 50:25:25
1818,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015,NIFTY500 MULTICAP 50:25:25
1819,MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY500 MULTICAP 50:25:25
1820,CAMPUS,CAMPUSEQN,Campus Activewear Limited,INE278Y01022,NIFTY500 MULTICAP 50:25:25
1821,BAYERCROP,BAYERCROPEQN,Bayer Cropscience Limited,INE462A01022,NIFTY500 MULTICAP 50:25:25
1822,BAJAJHLDNG,BAJAJHLDNGEQN,Bajaj Holdings & Investment Limited,INE118A01012,NIFTY500 MULTICAP 50:25:25
1823,3MINDIA,3MINDIAEQN,3M India Limited,INE470A01017,NIFTY500 MULTICAP 50:25:25
1824,CSBBANK,CSBBANKEQN,CSB Bank Limited,INE679A01013,NIFTY500 MULTICAP 50:25:25
1825,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY500 MULTICAP 50:25:25
1826,CONCORDBIO,CONCORDBIOEQN,Concord Biotech Limited,INE338H01029,NIFTY500 MULTICAP 50:25:25
1827,DOMS,DOMSEQN,DOMS Industries Limited,INE321T01012,NIFTY500 MULTICAP 50:25:25
1828,PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029,NIFTY500 MULTICAP 50:25:25
1829,UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016,NIFTY500 MULTICAP 50:25:25
1830,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY500 MULTICAP 50:25:25
1831,BORORENEW,BORORENEWEQN,BOROSIL RENEWABLES LIMITED,INE666D01022,NIFTY500 MULTICAP 50:25:25
1832,APLLTD,APLLTDEQN,Alembic Pharmaceuticals Limited,INE901L01018,NIFTY500 MULTICAP 50:25:25
1833,TMB,TMBEQN,Tamilnad Mercantile Bank Limited,INE668A01016,NIFTY500 MULTICAP 50:25:25
1834,SUNDRMFAST,SUNDRMFASTEQN,Sundram Fasteners Limited,INE387A01021,NIFTY500 MULTICAP 50:25:25
1835,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY500 MULTICAP 50:25:25
1836,JYOTHYLAB,JYOTHYLABEQN,Jyothy Labs Limited,INE668F01031,NIFTY500 MULTICAP 50:25:25
1837,NYKAA,NYKAAEQN,FSN E-Commerce Ventures Limited,INE388Y01029,NIFTY500 MULTICAP 50:25:25
1838,OLECTRA,OLECTRAEQN,Olectra Greentech Limited,INE260D01016,NIFTY500 MULTICAP 50:25:25
1839,COFORGE,COFORGEEQN,Coforge Limited,INE591G01017,NIFTY500 MULTICAP 50:25:25
1840,TATAINVEST,TATAINVESTEQN,Tata Investment Corporation Limited,INE672A13013,NIFTY500 MULTICAP 50:25:25
1841,SUNTECK,SUNTECKEQN,Sunteck Realty Limited,INE805D01034,NIFTY500 MULTICAP 50:25:25
1842,ERIS,ERISEQN,Eris Lifesciences Limited,INE406M01024,NIFTY500 MULTICAP 50:25:25
1843,PRINCEPIPE,PRINCEPIPEEQN,Prince Pipes And Fittings Limited,INE689W01016,NIFTY500 MULTICAP 50:25:25
1844,BATAINDIA,BATAINDIAEQN,Bata India Limited,INE176A01028,NIFTY500 MULTICAP 50:25:25
1845,CCL,CCLEQN,CCL Products (India) Limited,INE421D01022,NIFTY500 MULTICAP 50:25:25
1846,KSB,KSBEQN,Ksb Limited,INE999A01023,NIFTY500 MULTICAP 50:25:25
1847,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY500 MULTICAP 50:25:25
1848,360ONE,360ONEEQN,360 ONE WAM LIMITED,INE466L01038,NIFTY500 MULTICAP 50:25:25
1849,MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY500 MULTICAP 50:25:25
1850,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY500 MULTICAP 50:25:25
1851,LTTS,LTTSEQN,L&T Technology Services Limited,INE010V01017,NIFTY500 MULTICAP 50:25:25
1852,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011,NIFTY500 MULTICAP 50:25:25
1853,KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017,NIFTY500 MULTICAP 50:25:25
1854,BDL,BDLEQN,Bharat Dynamics Limited,INE171Z01026,NIFTY500 MULTICAP 50:25:25
1855,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY500 MULTICAP 50:25:25
1856,BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016,NIFTY500 MULTICAP 50:25:25
1857,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015,NIFTY500 MULTICAP 50:25:25
1858,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY500 MULTICAP 50:25:25
1859,JKPAPER,JKPAPEREQN,JK Paper Limited,INE789E01012,NIFTY500 MULTICAP 50:25:25
1860,J&KBANK,J&KBANKEQN,The Jammu & Kashmir Bank Limited,INE168A01041,NIFTY500 MULTICAP 50:25:25
1861,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY500 MULTICAP 50:25:25
1862,ENGINERSIN,ENGINERSINEQN,Engineers India Limited,INE510A01028,NIFTY500 MULTICAP 50:25:25
1863,INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017,NIFTY500 MULTICAP 50:25:25
1864,CGPOWER,CGPOWEREQN,CG Power and Industrial Solutions Limited,INE067A01029,NIFTY500 MULTICAP 50:25:25
1865,JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020,NIFTY500 MULTICAP 50:25:25
1866,IEX,IEXEQN,Indian Energy Exchange Limited,INE022Q01020,NIFTY500 MULTICAP 50:25:25
1867,HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012,NIFTY500 MULTICAP 50:25:25
1868,LODHA,LODHAEQN,Macrotech Developers Limited,INE670K01029,NIFTY500 MULTICAP 50:25:25
1869,SPARC,SPARCEQN,Sun Pharma Advanced Research Company Limited,INE232I01014,NIFTY500 MULTICAP 50:25:25
1870,VARROC,VARROCEQN,Varroc Engineering Limited,INE665L01035,NIFTY500 MULTICAP 50:25:25
1871,SAFARI,SAFARIEQN,Safari Industries (India) Limited,INE429E01023,NIFTY500 MULTICAP 50:25:25
1872,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022,NIFTY500 MULTICAP 50:25:25
1873,DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY500 MULTICAP 50:25:25
1874,ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017,NIFTY500 MULTICAP 50:25:25
1875,MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012,NIFTY500 MULTICAP 50:25:25
1876,AJANTPHARM,AJANTPHARMEQN,Ajanta Pharma Limited,INE031B01049,NIFTY500 MULTICAP 50:25:25
1877,FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024,NIFTY500 MULTICAP 50:25:25
1878,TRITURBINE,TRITURBINEEQN,Triveni Turbine Limited,INE152M01016,NIFTY500 MULTICAP 50:25:25
1879,GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY500 MULTICAP 50:25:25
1880,QUESS,QUESSEQN,Quess Corp Limited,INE615P01015,NIFTY500 MULTICAP 50:25:25
1881,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY500 MULTICAP 50:25:25
1882,BEML,BEMLEQN,BEML Limited,INE258A01016,NIFTY500 MULTICAP 50:25:25
1883,IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561,NIFTY500 MULTICAP 50:25:25
1884,ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013,NIFTY500 MULTICAP 50:25:25
1885,KRBL,KRBLEQN,KRBL Limited,INE001B01026,NIFTY500 MULTICAP 50:25:25
1886,VIPIND,VIPINDEQN,VIP Industries Limited,INE054A01027,NIFTY500 MULTICAP 50:25:25
1887,CHEMPLASTS,CHEMPLASTSEQN,Chemplast Sanmar Limited,INE488A01050,NIFTY500 MULTICAP 50:25:25
1888,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034,NIFTY500 MULTICAP 50:25:25
1889,PVRINOX,PVRINOXEQN,PVR INOX Limited,INE191H01014,NIFTY500 MULTICAP 50:25:25
1890,WESTLIFE,WESTLIFEEQN,WESTLIFE FOODWORLD LIMITED,INE274F01020,NIFTY500 MULTICAP 50:25:25
1891,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY500 MULTICAP 50:25:25
1892,STARHEALTH,STARHEALTHEQN,Star Health and Allied Insurance Company Limited,INE575P01011,NIFTY500 MULTICAP 50:25:25
1893,LXCHEM,LXCHEMEQN,Laxmi Organic Industries Limited,INE576O01020,NIFTY500 MULTICAP 50:25:25
1894,KAJARIACER,KAJARIACEREQN,Kajaria Ceramics Limited,INE217B01036,NIFTY500 MULTICAP 50:25:25
1895,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030,NIFTY500 MULTICAP 50:25:25
1896,KANSAINER,KANSAINEREQN,Kansai Nerolac Paints Limited,INE531A01024,NIFTY500 MULTICAP 50:25:25
1897,JKCEMENT,JKCEMENTEQN,JK Cement Limited,INE823G01014,NIFTY500 MULTICAP 50:25:25
1898,TATATECH,TATATECHEQN,Tata Technologies Limited,INE142M01025,NIFTY500 MULTICAP 50:25:25
1899,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY500 MULTICAP 50:25:25
1900,IDFCFIRSTB,IDFCFIRSTBEQN,IDFC First Bank Limited,INE092T08CP8,NIFTY500 MULTICAP 50:25:25
1901,ACE,ACEEQN,Action Construction Equipment Limited,INE731H01025,NIFTY500 MULTICAP 50:25:25
1902,HBLPOWER,HBLPOWEREQN,HBL Power Systems Limited,INE292B01021,NIFTY500 MULTICAP 50:25:25
1903,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011,NIFTY500 MULTICAP 50:25:25
1904,LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY500 MULTICAP 50:25:25
1905,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010,NIFTY500 MULTICAP 50:25:25
1906,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY500 MULTICAP 50:25:25
1907,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY500 MULTICAP 50:25:25
1908,CENTURYPLY,CENTURYPLYEQN,Century Plyboards (India) Limited,INE348B01021,NIFTY500 MULTICAP 50:25:25
1909,CGCL,CGCLEQN,Capri Global Capital Limited,INE180C01042,NIFTY500 MULTICAP 50:25:25
1910,GILLETTE,GILLETTEEQN,Gillette India Limited,INE322A01010,NIFTY500 MULTICAP 50:25:25
1911,KEC,KECEQN,KEC International Limited,INE389H01022,NIFTY500 MULTICAP 50:25:25
1912,CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY500 MULTICAP 50:25:25
1913,FDC,FDCEQN,FDC Limited,INE258B01022,NIFTY500 MULTICAP 50:25:25
1914,GODFRYPHLP,GODFRYPHLPEQN,Godfrey Phillips India Limited,INE260B01028,NIFTY500 MULTICAP 50:25:25
1915,SWANENERGY,SWANENERGYEQN,Swan Energy Limited,INE665A01038,NIFTY500 MULTICAP 50:25:25
1916,ENDURANCE,ENDURANCEEQN,Endurance Technologies Limited,INE913H01037,NIFTY500 MULTICAP 50:25:25
1917,DCMSHRIRAM,DCMSHRIRAMEQN,DCM Shriram Limited,INE499A01024,NIFTY500 MULTICAP 50:25:25
1918,EMAMILTD,EMAMILTDEQN,Emami Limited,INE548C01032,NIFTY500 MULTICAP 50:25:25
1919,MRPL,MRPLEQN,Mangalore Refinery and Petrochemicals Limited,INE103A04018,NIFTY500 MULTICAP 50:25:25
1920,NBCC,NBCCEQN,NBCC (India) Limited,INE095N01031,NIFTY500 MULTICAP 50:25:25
1921,APTUS,APTUSEQN,Aptus Value Housing Finance India Limited,INE852O01025,NIFTY500 MULTICAP 50:25:25
1922,VAIBHAVGBL,VAIBHAVGBLEQN,Vaibhav Global Limited,INE884A01027,NIFTY500 MULTICAP 50:25:25
1923,CAMS,CAMSEQN,Computer Age Management Services Limited,INE596I01012,NIFTY500 MULTICAP 50:25:25
1924,TIMKEN,TIMKENEQN,Timken India Limited,INE325A01013,NIFTY500 MULTICAP 50:25:25
1925,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023,NIFTY500 MULTICAP 50:25:25
1926,CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY500 MULTICAP 50:25:25
1927,ANURAS,ANURASEQN,Anupam Rasayan India Limited,INE930P13013,NIFTY500 MULTICAP 50:25:25
1928,CELLO,CELLOEQN,Cello World Limited,INE0LMW01024,NIFTY500 MULTICAP 50:25:25
1929,SYNGENE,SYNGENEEQN,Syngene International Limited,INE398R01022,NIFTY500 MULTICAP 50:25:25
1930,GRAPHITE,GRAPHITEEQN,Graphite India Limited,INE371A01025,NIFTY500 MULTICAP 50:25:25
1931,HEG,HEGEQN,HEG Limited,INE545A01016,NIFTY500 MULTICAP 50:25:25
1932,JSWINFRA,JSWINFRAEQN,JSW Infrastructure Limited,INE880J01026,NIFTY500 MULTICAP 50:25:25
1933,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010,NIFTY500 MULTICAP 50:25:25
1934,ECLERX,ECLERXEQN,eClerx Services Limited,INE738I01010,NIFTY500 MULTICAP 50:25:25
1935,HAPPYFORGE,HAPPYFORGEEQN,Happy Forgings Limited,INE330T01021,NIFTY500 MULTICAP 50:25:25
1936,HUDCO,HUDCOEQN,Housing & Urban Development Corporation Limited,INE031A07857,NIFTY500 MULTICAP 50:25:25
1937,IIFL,IIFLEQN,IIFL Finance Limited,INE530B07138,NIFTY500 MULTICAP 50:25:25
1938,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY500 MULTICAP 50:25:25
1939,RADICO,RADICOEQN,Radico Khaitan Limited,INE944F01028,NIFTY500 MULTICAP 50:25:25
1940,GPIL,GPILEQN,Godawari Power And Ispat limited,INE177H01021,NIFTY500 MULTICAP 50:25:25
1941,JUSTDIAL,JUSTDIALEQN,Just Dial Limited,INE599M01018,NIFTY500 MULTICAP 50:25:25
1942,ANANDRATHI,ANANDRATHIEQN,Anand Rathi Wealth Limited,INE463V01026,NIFTY500 MULTICAP 50:25:25
1943,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY500 MULTICAP 50:25:25
1944,FINEORG,FINEORGEQN,Fine Organic Industries Limited,INE686Y01026,NIFTY500 MULTICAP 50:25:25
1945,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY500 MULTICAP 50:25:25
1946,BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY500 MULTICAP 50:25:25
1947,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY500 MULTICAP 50:25:25
1948,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY500 MULTICAP 50:25:25
1949,KALYANKJIL,KALYANKJILEQN,Kalyan Jewellers India Limited,INE303R01014,NIFTY500 MULTICAP 50:25:25
1950,RAJESHEXPO,RAJESHEXPOEQN,Rajesh Exports Limited,INE343B01030,NIFTY500 MULTICAP 50:25:25
1951,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY500 MULTICAP 50:25:25
1952,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025,NIFTY500 MULTICAP 50:25:25
1953,CRISIL,CRISILEQN,CRISIL Limited,INE007A01025,NIFTY500 MULTICAP 50:25:25
1954,JUBLPHARMA,JUBLPHARMAEQN,Jubilant Pharmova Limited,INE700A01033,NIFTY500 MULTICAP 50:25:25
1955,RITES,RITESEQN,RITES Limited,INE320J01015,NIFTY500 MULTICAP 50:25:25
1956,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY500 MULTICAP 50:25:25
1957,MHRIL,MHRILEQN,Mahindra Holidays & Resorts India Limited,INE998I01010,NIFTY500 MULTICAP 50:25:25
1958,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018,NIFTY500 MULTICAP 50:25:25
1959,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY500 MULTICAP 50:25:25
1960,AETHER,AETHEREQN,Aether Industries Limited,INE0BWX01014,NIFTY500 MULTICAP 50:25:25
1961,SUNDARMFIN,SUNDARMFINEQN,Sundaram Finance Limited,INE660A01013,NIFTY500 MULTICAP 50:25:25
1962,AVANTIFEED,AVANTIFEEDEQN,Avanti Feeds Limited,INE871C01038,NIFTY500 MULTICAP 50:25:25
1963,OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY500 MULTICAP 50:25:25
1964,EPL,EPLEQN,EPL Limited,INE255A01020,NIFTY500 MULTICAP 50:25:25
1965,PRESTIGE,PRESTIGEEQN,Prestige Estates Projects Limited,INE811K01011,NIFTY500 MULTICAP 50:25:25
1966,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010,NIFTY500 MULTICAP 50:25:25
1967,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011,NIFTY500 MULTICAP 50:25:25
1968,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY500 MULTICAP 50:25:25
1969,MCX,MCXEQN,Multi Commodity Exchange of India Limited,INE745G01035,NIFTY500 MULTICAP 50:25:25
1970,KNRCON,KNRCONEQN,KNR Constructions Limited,INE634I01029,NIFTY500 MULTICAP 50:25:25
1971,RAILTEL,RAILTELEQN,Railtel Corporation Of India Limited,INE0DD101019,NIFTY500 MULTICAP 50:25:25
